person_id,person_age,person_income,person_home_ownership,person_emp_length
415,22,60000.0,RENT,0.0
416,21,60000.0,RENT,5.0
417,26,62004.0,RENT,9.0
418,22,62400.0,RENT,3.0
419,26,65000.0,RENT,10.0
420,22,17760.0,MORTGAGE,6.0
421,23,59000.0,RENT,5.0
422,23,66000.0,RENT,6.0
423,24,60000.0,RENT,0.0
424,25,66143.0,RENT,9.0
425,22,62250.0,RENT,3.0
426,24,70000.0,RENT,8.0
427,23,74000.0,RENT,7.0
428,22,18000.0,OWN,3.0
429,22,75000.0,RENT,6.0
430,24,75000.0,RENT,9.0
431,24,75000.0,RENT,7.0
432,26,69000.0,RENT,0.0
433,23,78000.0,RENT,4.0
434,22,18000.0,OWN,
435,24,80000.0,RENT,2.0
436,22,18000.0,OWN,1.0
437,23,18000.0,OWN,3.0
438,23,74700.0,RENT,6.0
439,26,88596.0,RENT,3.0
440,25,95000.0,RENT,4.0
441,22,83000.0,RENT,6.0
442,25,95000.0,RENT,9.0
443,21,18000.0,OWN,3.0
444,21,18000.0,OWN,
445,26,100000.0,RENT,5.0
446,24,110000.0,RENT,7.0
447,24,18000.0,OWN,0.0
448,22,98000.0,RENT,7.0
449,26,103872.0,RENT,6.0
450,22,120000.0,RENT,4.0
451,24,120000.0,RENT,1.0
452,26,108000.0,RENT,9.0
453,24,124080.0,RENT,4.0
454,23,18000.0,MORTGAGE,1.0
455,24,130000.0,RENT,7.0
456,25,135000.0,RENT,8.0
457,24,135000.0,RENT,4.0
458,23,114750.0,RENT,2.0
459,23,150000.0,RENT,0.0
460,23,138000.0,RENT,7.0
461,24,18000.0,OWN,6.0
462,21,18000.0,OWN,0.0
463,26,155000.0,RENT,7.0
464,26,148000.0,RENT,1.0
465,26,170000.0,RENT,3.0
466,21,18000.0,OWN,1.0
467,24,43896.0,RENT,8.0
468,23,120000.0,RENT,4.0
469,24,54996.0,RENT,2.0
470,24,18000.0,MORTGAGE,0.0
471,25,102000.0,RENT,9.0
472,23,75000.0,RENT,3.0
473,22,18000.0,OWN,2.0
474,22,18000.0,OWN,1.0
475,25,18000.0,MORTGAGE,1.0
476,21,18000.0,OWN,5.0
477,22,66960.0,RENT,1.0
478,22,43385.0,RENT,7.0
479,25,56544.0,RENT,3.0
480,23,60000.0,RENT,2.0
481,24,18000.0,MORTGAGE,3.0
482,25,63208.0,RENT,9.0
483,24,65000.0,RENT,0.0
484,23,68000.0,RENT,7.0
485,22,18000.0,OWN,1.0
486,25,80000.0,RENT,9.0
487,24,88000.0,RENT,1.0
488,22,58600.0,RENT,5.0
489,23,70000.0,RENT,7.0
490,24,18287.0,OWN,3.0
491,26,69846.0,RENT,2.0
492,24,73000.0,RENT,0.0
493,24,18500.0,MORTGAGE,8.0
494,23,35000.0,RENT,2.0
495,25,43000.0,RENT,9.0
496,25,52000.0,RENT,4.0
497,21,18701.0,MORTGAGE,0.0
498,22,57000.0,RENT,6.0
499,25,58000.0,RENT,0.0
500,23,60000.0,RENT,6.0
501,24,60000.0,RENT,3.0
502,25,18840.0,MORTGAGE,5.0
503,26,56000.0,RENT,7.0
504,22,70000.0,RENT,3.0
505,22,66000.0,RENT,1.0
506,23,74064.0,RENT,3.0
507,24,76597.0,RENT,5.0
508,22,19000.0,OWN,6.0
509,26,77000.0,RENT,0.0
510,21,19000.0,OWN,5.0
511,24,80000.0,RENT,0.0
512,26,82600.0,RENT,10.0
513,24,19000.0,OWN,3.0
514,25,19000.0,OWN,3.0
515,23,84000.0,RENT,3.0
516,25,77650.0,RENT,8.0
517,25,82000.0,RENT,1.0
518,21,19012.0,MORTGAGE,0.0
519,23,99996.0,RENT,3.0
520,23,110000.0,RENT,0.0
521,22,19200.0,MORTGAGE,6.0
522,25,57000.0,RENT,4.0
523,24,54000.0,RENT,5.0
524,23,56000.0,RENT,8.0
525,26,63000.0,RENT,2.0
526,22,82000.0,RENT,3.0
527,22,78000.0,RENT,6.0
528,22,19200.0,OWN,0.0
529,24,112140.0,RENT,8.0
530,24,19200.0,MORTGAGE,
531,25,19200.0,OWN,4.0
532,24,59000.0,RENT,5.0
533,24,70000.0,RENT,5.0
534,24,116000.0,RENT,5.0
535,25,60000.0,RENT,5.0
536,22,31000.0,RENT,5.0
537,25,47052.0,RENT,5.0
538,25,51060.0,RENT,9.0
539,22,19200.0,MORTGAGE,6.0
540,22,53000.0,RENT,3.0
541,26,19200.0,OWN,0.0
542,24,56000.0,RENT,8.0
543,24,65000.0,RENT,4.0
544,21,35000.0,RENT,3.0
545,22,19200.0,MORTGAGE,6.0
546,23,19200.0,MORTGAGE,7.0
547,26,40000.0,RENT,3.0
548,25,19200.0,OWN,2.0
549,26,42000.0,RENT,0.0
550,23,63000.0,RENT,2.0
551,26,19200.0,MORTGAGE,5.0
552,22,59000.0,RENT,2.0
553,22,70500.0,RENT,3.0
554,26,65219.0,RENT,11.0
555,22,75000.0,RENT,2.0
556,22,19200.0,MORTGAGE,3.0
557,25,62047.0,RENT,9.0
558,24,79000.0,RENT,8.0
559,23,80000.0,RENT,3.0
560,24,84000.0,RENT,8.0
561,26,85000.0,RENT,3.0
562,22,93000.0,RENT,1.0
563,26,81000.0,RENT,10.0
564,26,97000.0,RENT,1.0
565,26,97000.0,RENT,3.0
566,25,100000.0,RENT,2.0
567,26,19200.0,OTHER,0.0
568,21,19253.0,MORTGAGE,
569,26,125000.0,RENT,5.0
570,25,125000.0,RENT,9.0
571,23,82000.0,RENT,2.0
572,21,19500.0,MORTGAGE,0.0
573,26,50000.0,RENT,7.0
574,23,70000.0,RENT,2.0
575,22,19800.0,OWN,1.0
576,123,80004.0,RENT,2.0
577,23,54000.0,RENT,7.0
578,26,26000.0,RENT,10.0
579,24,33000.0,RENT,1.0
580,23,20000.0,OWN,0.0
581,22,20000.0,OWN,6.0
582,24,35364.0,RENT,1.0
583,25,38000.0,RENT,4.0
584,23,32000.0,RENT,3.0
585,25,38004.0,RENT,6.0
586,23,20000.0,MORTGAGE,2.0
587,25,38556.0,RENT,9.0
588,23,32900.0,RENT,1.0
589,25,34000.0,RENT,10.0
590,24,40000.0,RENT,4.0
591,21,36000.0,RENT,5.0
592,26,20000.0,MORTGAGE,5.0
593,25,42000.0,RENT,2.0
594,22,42224.0,RENT,7.0
595,25,20000.0,OWN,0.0
596,23,20000.0,MORTGAGE,7.0
597,22,37212.0,RENT,6.0
598,25,38000.0,RENT,9.0
599,22,45000.0,RENT,0.0
600,23,45000.0,RENT,4.0
601,24,45000.0,RENT,8.0
602,23,20000.0,OWN,7.0
603,22,45000.0,RENT,1.0
604,24,39000.0,RENT,5.0
605,24,46500.0,RENT,5.0
606,22,48000.0,RENT,7.0
607,22,42000.0,RENT,1.0
608,22,48500.0,RENT,1.0
609,22,20000.0,OWN,3.0
610,23,49400.0,RENT,0.0
611,25,20000.0,MORTGAGE,1.0
612,25,50000.0,RENT,10.0
613,25,50000.0,RENT,9.0
614,22,50000.0,RENT,6.0
615,22,20000.0,OWN,1.0
616,22,44000.0,RENT,2.0
617,24,50866.0,RENT,6.0
618,25,50950.0,RENT,5.0
619,24,51000.0,RENT,8.0
620,22,51000.0,RENT,5.0
621,22,51000.0,RENT,0.0
622,24,51500.0,RENT,6.0
623,25,51996.0,RENT,9.0
624,25,52000.0,RENT,1.0
625,22,46000.0,RENT,2.0
626,26,20000.0,MORTGAGE,1.0
627,24,52000.0,RENT,8.0
628,25,46000.0,RENT,9.0
629,24,52559.0,RENT,9.0
630,22,47000.0,RENT,5.0
631,22,54000.0,RENT,2.0
632,23,48000.0,RENT,7.0
633,23,48000.0,RENT,0.0
634,23,54000.0,RENT,1.0
635,24,48912.0,RENT,0.0
636,26,54996.0,RENT,8.0
637,24,55000.0,RENT,8.0
638,25,55000.0,RENT,3.0
639,26,49000.0,RENT,0.0
640,25,55000.0,RENT,0.0
641,22,20000.0,MORTGAGE,0.0
642,23,55000.0,RENT,5.0
643,25,55200.0,RENT,7.0
644,23,20004.0,MORTGAGE,6.0
645,23,57000.0,RENT,3.0
646,22,51012.0,RENT,1.0
647,23,20004.0,MORTGAGE,2.0
648,26,20004.0,MORTGAGE,4.0
649,22,58000.0,RENT,0.0
650,23,58800.0,RENT,7.0
651,26,59000.0,RENT,10.0
652,26,53000.0,RENT,1.0
653,23,60000.0,RENT,7.0
654,24,54000.0,RENT,2.0
655,21,20245.0,OWN,5.0
656,26,20280.0,MORTGAGE,5.0
657,24,60000.0,RENT,0.0
658,24,20352.0,OWN,3.0
659,25,54000.0,RENT,6.0
660,24,60000.0,RENT,8.0
661,23,54000.0,RENT,6.0
662,23,54000.0,RENT,2.0
663,22,60000.0,RENT,4.0
664,25,60000.0,RENT,2.0
665,22,20400.0,MORTGAGE,6.0
666,24,20400.0,MORTGAGE,5.0
667,25,60000.0,RENT,9.0
668,25,54000.0,RENT,1.0
669,24,54000.0,RENT,1.0
670,23,60000.0,RENT,3.0
671,21,20400.0,OWN,2.0
672,25,54000.0,RENT,1.0
673,24,60000.0,RENT,0.0
674,21,20400.0,OWN,5.0
675,24,60000.0,RENT,8.0
676,26,60000.0,RENT,3.0
677,23,54504.0,RENT,1.0
678,24,55000.0,RENT,2.0
679,24,61000.0,RENT,2.0
680,22,20400.0,OWN,0.0
681,25,62000.0,RENT,3.0
682,24,56000.0,RENT,3.0
683,21,56000.0,RENT,4.0
684,24,62400.0,RENT,8.0
685,25,62400.0,RENT,7.0
686,25,63000.0,RENT,3.0
687,26,58000.0,RENT,0.0
688,23,65000.0,RENT,0.0
689,24,20800.0,OWN,0.0
690,23,65000.0,RENT,0.0
691,23,65000.0,RENT,7.0
692,24,20856.0,OWN,
693,25,20868.0,OWN,0.0
694,26,59000.0,RENT,3.0
695,23,59000.0,RENT,7.0
696,21,21000.0,MORTGAGE,5.0
697,26,65004.0,RENT,7.0
698,25,59004.0,RENT,1.0
699,23,59004.0,RENT,5.0
700,23,65500.0,RENT,2.0
701,22,66996.0,RENT,3.0
702,23,67000.0,RENT,0.0
703,24,67000.0,RENT,5.0
704,26,68000.0,RENT,10.0
705,25,68000.0,RENT,4.0
706,24,62400.0,RENT,4.0
707,23,69500.0,RENT,3.0
708,25,70000.0,RENT,5.0
709,22,70000.0,RENT,2.0
710,25,64000.0,RENT,0.0
711,25,71004.0,RENT,9.0
712,22,21000.0,MORTGAGE,4.0
713,23,71004.0,RENT,8.0
714,23,55392.0,RENT,3.0
715,24,72000.0,RENT,5.0
716,24,21000.0,OTHER,4.0
717,23,66000.0,RENT,1.0
718,22,66000.0,RENT,3.0
719,24,72000.0,RENT,4.0
720,24,74000.0,RENT,0.0
721,22,21120.0,MORTGAGE,3.0
722,25,75000.0,RENT,8.0
723,21,21216.0,MORTGAGE,5.0
724,25,21221.0,MORTGAGE,4.0
725,24,75000.0,RENT,4.0
726,26,75000.0,RENT,5.0
727,26,75000.0,RENT,3.0
728,25,75000.0,RENT,0.0
729,22,69000.0,RENT,6.0
730,22,75000.0,RENT,2.0
731,21,21600.0,MORTGAGE,6.0
732,26,21600.0,OWN,5.0
733,24,69000.0,RENT,0.0
734,23,75600.0,RENT,3.0
735,23,59497.0,RENT,0.0
736,23,76000.0,RENT,7.0
737,26,70000.0,RENT,7.0
738,24,70000.0,RENT,8.0
739,22,77004.0,RENT,6.0
740,26,71004.0,RENT,0.0
741,21,21600.0,OWN,
742,22,21600.0,MORTGAGE,
743,24,21600.0,MORTGAGE,8.0
744,26,78000.0,RENT,8.0
745,22,21600.0,MORTGAGE,
746,26,21600.0,OWN,
747,22,21600.0,MORTGAGE,6.0
748,123,78000.0,RENT,7.0
749,23,61200.0,RENT,4.0
750,21,21600.0,MORTGAGE,2.0
751,24,72000.0,RENT,6.0
752,23,78000.0,RENT,3.0
753,23,78500.0,RENT,7.0
754,23,79000.0,RENT,5.0
755,23,80000.0,RENT,4.0
756,23,21600.0,OWN,2.0
757,22,62900.0,RENT,6.0
758,24,80000.0,RENT,3.0
759,25,80000.0,RENT,7.0
760,23,21600.0,MORTGAGE,7.0
761,22,80000.0,RENT,3.0
762,22,21600.0,OWN,3.0
763,26,62900.0,RENT,2.0
764,26,21600.0,MORTGAGE,0.0
765,25,74004.0,RENT,2.0
766,25,80004.0,RENT,9.0
767,23,80700.0,RENT,7.0
768,22,81000.0,RENT,3.0
769,24,21600.0,MORTGAGE,0.0
770,22,82000.0,RENT,6.0
771,23,76042.0,RENT,6.0
772,22,76654.0,RENT,2.0
773,24,83500.0,RENT,1.0
774,26,21600.0,OWN,
775,23,84000.0,RENT,7.0
776,25,84000.0,RENT,9.0
777,23,21600.0,OWN,0.0
778,21,21600.0,MORTGAGE,2.0
779,24,78996.0,RENT,2.0
780,23,85000.0,RENT,0.0
781,25,85000.0,RENT,3.0
782,26,73000.0,RENT,3.0
783,21,21816.0,MORTGAGE,2.0
784,23,21840.0,OWN,1.0
785,25,85000.0,RENT,4.0
786,24,21948.0,MORTGAGE,2.0
