loan_id,person_id,loan_amnt,loan_int_rate,loan_intent,loan_grade,loan_status,loan_percent_income
169,169,25000.0,16.82,HOMEIMPROVEMENT,E,True,0.46
170,170,25000.0,12.73,PERSONAL,C,True,0.42
171,171,25000.0,10.25,PERSONAL,B,True,0.42
172,172,25000.0,10.99,EDUCATION,B,True,0.42
173,173,25000.0,12.73,MEDICAL,C,True,0.4
174,174,25000.0,14.96,HOMEIMPROVEMENT,D,True,0.44
175,175,28000.0,,EDUCATION,A,False,0.14
176,176,25000.0,13.99,DEBTCONSOLIDATION,C,False,0.13
177,177,24000.0,7.49,VENTURE,A,False,0.12
178,178,15000.0,14.79,EDUCATION,C,False,0.07
179,179,15500.0,11.99,DEBTCONSOLIDATION,B,False,0.08
180,180,10000.0,8.49,EDUCATION,A,False,0.05
181,181,25000.0,9.91,EDUCATION,B,True,0.38
182,182,25000.0,13.06,EDUCATION,C,True,0.38
183,183,9000.0,6.17,DEBTCONSOLIDATION,A,False,0.04
184,184,6000.0,11.86,EDUCATION,B,False,0.03
185,185,18000.0,16.32,EDUCATION,D,False,0.09
186,186,12000.0,10.38,VENTURE,B,False,0.06
187,187,23050.0,14.35,PERSONAL,C,False,0.12
188,188,20000.0,,DEBTCONSOLIDATION,B,False,0.1
189,189,25000.0,,DEBTCONSOLIDATION,E,True,0.42
190,190,3000.0,,HOMEIMPROVEMENT,B,True,0.21
191,191,25000.0,15.21,PERSONAL,D,True,0.37
192,192,25000.0,7.9,EDUCATION,A,True,0.37
193,193,25000.0,10.99,VENTURE,B,True,0.37
194,194,25000.0,14.09,PERSONAL,D,True,0.37
195,195,25000.0,17.49,PERSONAL,D,True,0.36
196,196,12000.0,11.48,EDUCATION,B,False,0.06
197,197,20000.0,17.74,VENTURE,E,True,0.11
198,198,3000.0,13.92,PERSONAL,C,False,0.01
199,199,25000.0,15.21,EDUCATION,D,True,0.36
200,200,4000.0,10.99,MEDICAL,B,True,0.28
201,201,25000.0,11.86,EDUCATION,B,True,0.36
202,202,6000.0,7.49,PERSONAL,A,True,0.42
203,203,25000.0,16.49,MEDICAL,D,True,0.38
204,204,25000.0,15.33,VENTURE,D,True,0.38
205,205,25000.0,11.58,HOMEIMPROVEMENT,B,True,0.38
206,206,5375.0,5.79,EDUCATION,A,True,0.37
207,207,25000.0,13.11,MEDICAL,C,True,0.34
208,208,25000.0,10.36,MEDICAL,B,True,0.34
209,209,25000.0,10.36,DEBTCONSOLIDATION,B,True,0.33
210,210,22000.0,,MEDICAL,C,False,0.11
211,211,20000.0,6.54,VENTURE,A,False,0.1
212,212,10000.0,12.53,MEDICAL,B,False,0.05
213,213,15000.0,,PERSONAL,A,False,0.08
214,214,10000.0,,VENTURE,C,False,0.05
215,215,25000.0,10.25,EDUCATION,B,True,0.33
216,216,25000.0,15.95,EDUCATION,D,True,0.35
217,217,20000.0,12.18,VENTURE,B,False,0.11
218,218,24000.0,11.83,PERSONAL,B,False,0.13
219,219,25000.0,,DEBTCONSOLIDATION,C,True,0.32
220,220,25000.0,10.62,VENTURE,B,True,0.32
221,221,25000.0,10.74,VENTURE,B,True,0.32
222,222,10000.0,10.25,VENTURE,B,False,0.05
223,223,35000.0,12.42,EDUCATION,B,False,0.19
224,224,15000.0,15.27,VENTURE,C,False,0.08
225,225,25000.0,15.33,MEDICAL,D,True,0.34
226,226,25000.0,15.21,VENTURE,D,True,0.31
227,227,6250.0,14.72,VENTURE,C,True,0.43
228,228,25000.0,15.7,PERSONAL,D,True,0.31
229,229,25000.0,13.35,EDUCATION,C,True,0.31
230,230,1500.0,,MEDICAL,C,False,0.1
231,231,25000.0,6.62,EDUCATION,A,True,0.31
232,232,25000.0,13.61,DEBTCONSOLIDATION,C,True,0.31
233,233,25000.0,11.36,MEDICAL,B,False,0.14
234,234,5000.0,7.68,PERSONAL,A,False,0.03
235,235,22000.0,14.46,HOMEIMPROVEMENT,D,False,0.12
236,236,2500.0,11.83,EDUCATION,B,False,0.01
237,237,20000.0,13.47,DEBTCONSOLIDATION,C,True,0.12
238,238,20000.0,11.49,MEDICAL,B,False,0.11
239,239,1000.0,,EDUCATION,A,False,0.01
240,240,15000.0,6.03,PERSONAL,A,False,0.08
241,241,25000.0,16.35,DEBTCONSOLIDATION,E,True,0.34
242,242,25000.0,,DEBTCONSOLIDATION,D,True,0.34
243,243,25000.0,7.29,DEBTCONSOLIDATION,A,True,0.31
244,244,25000.0,11.36,MEDICAL,B,True,0.31
245,245,25000.0,10.25,VENTURE,B,False,0.3
246,246,25000.0,11.12,EDUCATION,B,False,0.3
247,247,25000.0,12.92,PERSONAL,D,False,0.3
248,248,18000.0,18.64,EDUCATION,E,False,0.1
249,249,28000.0,7.51,PERSONAL,A,False,0.16
250,250,4000.0,16.7,HOMEIMPROVEMENT,E,True,0.28
251,251,2100.0,11.14,PERSONAL,B,False,0.15
252,252,25000.0,18.3,PERSONAL,F,False,0.3
253,253,25000.0,10.62,MEDICAL,B,False,0.29
254,254,14000.0,11.99,VENTURE,B,False,0.08
255,255,12000.0,9.63,VENTURE,B,False,0.07
256,256,10000.0,18.25,MEDICAL,F,True,0.06
257,257,6000.0,,DEBTCONSOLIDATION,C,True,0.41
258,258,25000.0,14.84,HOMEIMPROVEMENT,D,False,0.29
259,259,25000.0,14.7,VENTURE,E,True,0.33
260,260,25000.0,16.02,DEBTCONSOLIDATION,D,True,0.33
261,261,25000.0,15.37,MEDICAL,D,True,0.32
262,262,25000.0,10.99,MEDICAL,B,False,0.28
263,263,6200.0,7.9,HOMEIMPROVEMENT,A,True,0.41
264,264,25000.0,10.99,PERSONAL,B,False,0.14
265,265,21000.0,11.48,EDUCATION,B,False,0.12
266,266,20000.0,14.26,MEDICAL,C,False,0.11
267,267,10000.0,8.0,HOMEIMPROVEMENT,A,False,0.06
268,268,9950.0,11.26,VENTURE,B,False,0.06
269,269,4475.0,,MEDICAL,B,True,0.3
270,270,25000.0,16.32,VENTURE,D,True,0.32
271,271,25000.0,17.93,MEDICAL,E,True,0.32
272,272,25000.0,11.36,DEBTCONSOLIDATION,B,False,0.28
273,273,25000.0,14.96,DEBTCONSOLIDATION,D,True,0.32
274,274,25000.0,13.43,PERSONAL,C,False,0.27
275,275,25000.0,12.69,HOMEIMPROVEMENT,B,False,0.27
276,276,25000.0,12.73,VENTURE,C,False,0.27
277,277,25000.0,15.21,VENTURE,D,False,0.27
278,278,1750.0,12.68,MEDICAL,C,False,0.12
279,279,25000.0,19.04,MEDICAL,F,True,0.3
280,280,25000.0,15.95,DEBTCONSOLIDATION,D,True,0.3
281,281,2600.0,8.9,VENTURE,A,False,0.01
282,282,8000.0,7.9,HOMEIMPROVEMENT,A,False,0.05
283,283,18000.0,,EDUCATION,B,False,0.1
284,284,21000.0,11.99,PERSONAL,B,False,0.12
285,285,4000.0,13.98,DEBTCONSOLIDATION,C,True,0.27
286,286,4600.0,10.99,VENTURE,B,True,0.31
287,287,25000.0,15.58,DEBTCONSOLIDATION,D,True,0.28
288,288,25000.0,10.99,MEDICAL,B,True,0.28
289,289,25000.0,14.96,VENTURE,D,True,0.28
290,290,1750.0,15.31,HOMEIMPROVEMENT,D,False,0.12
291,291,25000.0,15.65,VENTURE,D,True,0.28
292,292,25000.0,9.33,VENTURE,B,False,0.25
293,293,3600.0,13.47,PERSONAL,C,True,0.24
294,294,25000.0,10.36,PERSONAL,B,False,0.24
295,295,25000.0,16.77,HOMEIMPROVEMENT,E,True,0.27
296,296,25000.0,14.59,DEBTCONSOLIDATION,D,True,0.27
297,297,3500.0,11.91,VENTURE,C,False,0.02
298,298,7200.0,8.38,EDUCATION,A,False,0.04
299,299,9000.0,10.59,VENTURE,B,False,0.05
300,300,8800.0,14.27,DEBTCONSOLIDATION,C,False,0.05
301,301,12000.0,12.53,DEBTCONSOLIDATION,B,False,0.07
302,302,25000.0,16.0,DEBTCONSOLIDATION,E,True,0.15
303,303,10000.0,11.71,VENTURE,B,False,0.06
304,304,3175.0,11.54,HOMEIMPROVEMENT,C,True,0.21
305,305,25000.0,15.68,HOMEIMPROVEMENT,E,True,0.26
306,306,1500.0,10.59,EDUCATION,B,False,0.1
307,307,25000.0,12.61,HOMEIMPROVEMENT,D,True,0.26
308,308,25000.0,,PERSONAL,C,False,0.23
309,309,2800.0,8.49,PERSONAL,A,True,0.18
310,310,30000.0,17.27,PERSONAL,D,True,0.19
311,311,18000.0,8.9,DEBTCONSOLIDATION,A,False,0.1
312,312,10000.0,11.11,MEDICAL,B,False,0.06
313,313,25000.0,14.59,HOMEIMPROVEMENT,D,True,0.16
314,314,13000.0,12.42,VENTURE,B,False,0.08
315,315,25000.0,,MEDICAL,D,True,0.26
316,316,25000.0,15.7,HOMEIMPROVEMENT,D,False,0.23
317,317,2500.0,12.53,HOMEIMPROVEMENT,B,True,0.16
318,318,5000.0,16.49,MEDICAL,D,True,0.03
319,319,20000.0,7.49,EDUCATION,A,False,0.12
320,320,25000.0,14.96,DEBTCONSOLIDATION,D,True,0.25
321,321,25000.0,12.73,MEDICAL,C,False,0.22
322,322,25000.0,10.65,EDUCATION,B,False,0.21
323,323,25000.0,10.74,MEDICAL,B,False,0.21
324,324,25000.0,9.99,EDUCATION,B,False,0.21
325,325,25000.0,15.33,MEDICAL,D,True,0.23
326,326,1000.0,7.29,VENTURE,A,False,0.06
327,327,25000.0,15.05,PERSONAL,D,True,0.23
328,328,25000.0,10.75,PERSONAL,B,False,0.19
329,329,25000.0,16.02,EDUCATION,D,False,0.19
330,330,25000.0,11.49,VENTURE,B,False,0.19
331,331,20000.0,12.53,EDUCATION,B,False,0.12
332,332,12000.0,13.57,VENTURE,C,False,0.07
333,333,14000.0,11.14,PERSONAL,B,False,0.08
334,334,24250.0,12.87,MEDICAL,C,False,0.14
335,335,20000.0,11.58,EDUCATION,B,False,0.12
336,336,1800.0,11.12,HOMEIMPROVEMENT,B,False,0.01
337,337,35000.0,10.65,PERSONAL,B,False,0.21
338,338,25000.0,10.37,DEBTCONSOLIDATION,B,False,0.19
339,339,3300.0,6.39,HOMEIMPROVEMENT,A,True,0.21
340,340,25000.0,16.07,PERSONAL,D,False,0.19
341,341,25000.0,10.62,MEDICAL,B,False,0.19
342,342,3200.0,18.09,VENTURE,F,True,0.21
343,343,25000.0,11.36,EDUCATION,B,False,0.19
344,344,25000.0,12.53,DEBTCONSOLIDATION,B,False,0.18
345,345,25000.0,9.99,EDUCATION,B,False,0.17
346,346,25000.0,10.36,EDUCATION,B,False,0.17
347,347,9600.0,5.99,EDUCATION,A,False,0.06
348,348,24000.0,15.62,DEBTCONSOLIDATION,D,True,0.16
349,349,20000.0,10.37,PERSONAL,B,False,0.12
350,350,25000.0,19.74,HOMEIMPROVEMENT,F,False,0.15
351,351,20000.0,6.91,EDUCATION,A,False,0.12
352,352,6000.0,7.9,MEDICAL,A,True,0.38
353,353,2275.0,13.06,DEBTCONSOLIDATION,C,False,0.14
354,354,2000.0,6.39,PERSONAL,A,False,0.13
355,355,25000.0,14.93,DEBTCONSOLIDATION,E,True,0.17
356,356,5600.0,12.84,MEDICAL,C,True,0.35
357,357,3625.0,17.14,VENTURE,E,True,0.23
358,358,5500.0,7.14,VENTURE,A,True,0.34
359,359,25000.0,8.9,PERSONAL,A,False,0.14
360,360,2000.0,12.42,PERSONAL,B,False,0.12
361,361,25000.0,12.68,HOMEIMPROVEMENT,C,False,0.14
362,362,25000.0,11.03,PERSONAL,C,False,0.15
363,363,30000.0,7.9,VENTURE,A,False,0.19
364,364,35000.0,10.65,MEDICAL,B,False,0.22
365,365,25000.0,11.86,VENTURE,B,False,0.11
366,366,5000.0,8.94,PERSONAL,A,True,0.3
367,367,4375.0,9.63,VENTURE,B,True,0.27
368,368,24750.0,14.22,PERSONAL,C,True,0.5
369,369,24750.0,9.33,DEBTCONSOLIDATION,B,True,0.41
370,370,24500.0,13.85,MEDICAL,C,False,0.29
371,371,2000.0,10.65,EDUCATION,B,False,0.12
372,372,24500.0,11.46,MEDICAL,B,False,0.27
373,373,35000.0,7.66,PERSONAL,A,False,0.22
374,374,12000.0,16.77,VENTURE,E,False,0.07
375,375,12000.0,9.63,PERSONAL,B,False,0.07
376,376,25000.0,12.23,PERSONAL,C,False,0.16
377,377,10000.0,14.09,MEDICAL,D,True,0.07
378,378,24250.0,13.98,PERSONAL,C,True,0.45
379,379,24250.0,10.62,EDUCATION,B,True,0.39
380,380,3900.0,,DEBTCONSOLIDATION,A,True,0.23
381,381,24250.0,17.56,PERSONAL,E,True,0.35
382,382,24250.0,14.96,MEDICAL,D,True,0.37
383,383,24250.0,15.65,DEBTCONSOLIDATION,D,True,0.33
384,384,24250.0,15.7,MEDICAL,D,True,0.31
385,385,24250.0,12.53,VENTURE,B,False,0.27
386,386,24250.0,17.56,HOMEIMPROVEMENT,E,True,0.31
387,387,24250.0,12.87,PERSONAL,C,False,0.24
388,388,24250.0,15.7,PERSONAL,D,False,0.24
389,389,9000.0,,EDUCATION,A,False,0.06
390,390,15000.0,11.14,VENTURE,B,False,0.09
391,391,20000.0,16.0,VENTURE,D,False,0.13
392,392,25000.0,15.65,EDUCATION,D,False,0.16
393,393,13750.0,,DEBTCONSOLIDATION,C,False,0.09
394,394,15250.0,15.31,VENTURE,D,False,0.1
395,395,20000.0,13.47,VENTURE,C,False,0.13
396,396,4750.0,13.85,HOMEIMPROVEMENT,C,True,0.28
397,397,24250.0,,PERSONAL,D,False,0.22
398,398,6000.0,10.39,VENTURE,B,True,0.36
399,399,24250.0,11.36,HOMEIMPROVEMENT,B,False,0.21
400,400,24250.0,11.83,EDUCATION,B,False,0.17
401,401,24250.0,12.53,EDUCATION,B,False,0.08
402,402,24150.0,14.96,HOMEIMPROVEMENT,D,True,0.22
403,403,24000.0,13.85,DEBTCONSOLIDATION,C,True,0.56
404,404,24000.0,11.58,VENTURE,B,True,0.51
405,405,24000.0,16.29,VENTURE,D,True,0.5
406,406,24000.0,,MEDICAL,A,True,0.5
407,407,24000.0,16.29,EDUCATION,D,True,0.53
408,408,24000.0,10.74,PERSONAL,B,True,0.46
409,409,2250.0,15.27,EDUCATION,C,False,0.13
410,410,24000.0,17.8,PERSONAL,F,True,0.51
411,411,1000.0,11.36,VENTURE,B,False,0.06
412,412,24000.0,17.56,MEDICAL,E,True,0.49
413,413,24000.0,7.9,PERSONAL,A,True,0.4
414,414,24000.0,10.99,PERSONAL,B,True,0.4
415,415,24000.0,7.29,PERSONAL,A,True,0.4
416,416,24000.0,10.75,MEDICAL,B,True,0.4
417,417,24000.0,7.9,DEBTCONSOLIDATION,A,True,0.39
418,418,24000.0,14.84,EDUCATION,D,True,0.38
419,419,24000.0,,DEBTCONSOLIDATION,A,True,0.37
420,420,4975.0,,EDUCATION,C,True,0.28
421,421,24000.0,19.69,DEBTCONSOLIDATION,E,True,0.41
422,422,24000.0,,VENTURE,A,True,0.36
423,423,24000.0,14.96,VENTURE,D,True,0.4
424,424,24000.0,6.99,EDUCATION,A,True,0.36
425,425,24000.0,16.45,PERSONAL,E,True,0.39
426,426,24000.0,10.99,EDUCATION,B,True,0.34
427,427,24000.0,10.99,DEBTCONSOLIDATION,B,True,0.32
428,428,3000.0,7.9,PERSONAL,A,True,0.17
429,429,24000.0,12.69,EDUCATION,B,True,0.32
430,430,24000.0,10.37,MEDICAL,B,True,0.32
431,431,24000.0,,HOMEIMPROVEMENT,C,True,0.32
432,432,24000.0,15.83,DEBTCONSOLIDATION,F,True,0.35
433,433,24000.0,13.92,PERSONAL,C,True,0.31
434,434,2000.0,11.49,VENTURE,B,False,0.11
435,435,24000.0,10.25,MEDICAL,B,False,0.3
436,436,3500.0,7.49,HOMEIMPROVEMENT,A,True,0.19
437,437,4000.0,5.99,EDUCATION,A,True,0.22
438,438,24000.0,12.92,PERSONAL,D,True,0.32
439,439,24000.0,11.58,PERSONAL,B,False,0.27
440,440,24000.0,8.9,EDUCATION,A,False,0.25
441,441,24000.0,19.69,DEBTCONSOLIDATION,E,True,0.29
442,442,24000.0,6.54,VENTURE,A,False,0.25
443,443,4900.0,14.54,HOMEIMPROVEMENT,D,True,0.27
444,444,5000.0,11.11,EDUCATION,B,True,0.28
445,445,24000.0,12.73,PERSONAL,C,False,0.24
446,446,24000.0,15.62,VENTURE,D,False,0.22
447,447,6250.0,6.54,HOMEIMPROVEMENT,A,True,0.35
448,448,24000.0,,DEBTCONSOLIDATION,F,True,0.24
449,449,24000.0,20.03,DEBTCONSOLIDATION,G,True,0.23
450,450,24000.0,9.91,EDUCATION,B,False,0.2
451,451,24000.0,12.69,VENTURE,B,False,0.2
452,452,24000.0,20.16,EDUCATION,G,True,0.22
453,453,24000.0,16.49,PERSONAL,D,False,0.19
454,454,2500.0,15.95,MEDICAL,D,True,0.14
455,455,24000.0,11.49,DEBTCONSOLIDATION,B,False,0.18
456,456,24000.0,10.99,PERSONAL,B,False,0.18
457,457,24000.0,13.79,HOMEIMPROVEMENT,C,False,0.18
458,458,24000.0,20.03,MEDICAL,G,True,0.18
459,459,24000.0,7.49,EDUCATION,A,False,0.16
460,460,24000.0,16.0,DEBTCONSOLIDATION,D,True,0.17
461,461,13000.0,7.88,PERSONAL,A,True,0.72
462,462,6250.0,10.62,VENTURE,B,True,0.35
463,463,24000.0,10.99,DEBTCONSOLIDATION,B,False,0.15
464,464,24000.0,18.3,EDUCATION,F,True,0.16
465,465,24000.0,,DEBTCONSOLIDATION,C,False,0.14
466,466,2500.0,11.36,PERSONAL,B,False,0.14
467,467,23975.0,,HOMEIMPROVEMENT,B,True,0.55
468,468,23750.0,13.47,MEDICAL,C,False,0.2
469,469,23600.0,11.89,PERSONAL,B,True,0.43
470,470,10000.0,12.18,DEBTCONSOLIDATION,B,True,0.56
471,471,23600.0,13.49,DEBTCONSOLIDATION,C,False,0.23
472,472,23575.0,14.5,PERSONAL,E,True,0.31
