cb_id,person_id,cb_person_default_on_file,cb_person_cred_hist_length
425,425,True,4
426,426,False,4
427,427,False,2
428,428,False,4
429,429,False,4
430,430,False,3
431,431,False,3
432,432,False,3
433,433,False,3
434,434,False,3
435,435,False,2
436,436,False,4
437,437,False,2
438,438,False,2
439,439,False,3
440,440,False,2
441,441,False,3
442,442,False,4
443,443,True,4
444,444,False,2
445,445,False,4
446,446,False,4
447,447,False,4
448,448,True,2
449,449,False,4
450,450,False,4
451,451,False,4
452,452,False,3
453,453,True,4
454,454,False,2
455,455,False,3
456,456,False,2
457,457,False,2
458,458,True,3
459,459,False,4
460,460,True,2
461,461,False,3
462,462,False,4
463,463,False,4
464,464,False,2
465,465,True,2
466,466,False,3
467,467,False,2
468,468,False,2
469,469,False,3
470,470,False,2
471,471,False,4
472,472,False,4
473,473,False,2
474,474,True,2
475,475,False,3
476,476,False,2
477,477,False,2
478,478,False,3
479,479,False,2
480,480,False,4
481,481,True,4
482,482,False,3
483,483,False,4
484,484,False,2
485,485,False,3
486,486,False,2
487,487,False,2
488,488,False,4
489,489,False,2
490,490,False,3
491,491,True,2
492,492,True,4
493,493,False,3
494,494,False,3
495,495,False,2
496,496,False,2
497,497,True,4
498,498,False,3
499,499,False,2
500,500,False,4
501,501,True,2
502,502,False,2
503,503,False,3
504,504,False,4
505,505,False,2
506,506,False,3
507,507,False,2
508,508,False,3
509,509,False,3
510,510,False,3
511,511,False,4
512,512,False,2
513,513,False,2
514,514,False,3
515,515,False,4
516,516,False,3
517,517,False,2
518,518,False,3
519,519,False,4
520,520,False,3
521,521,False,2
522,522,False,2
523,523,False,2
524,524,True,4
525,525,True,3
526,526,True,3
527,527,False,3
528,528,False,3
529,529,False,2
530,530,False,4
531,531,False,4
532,532,False,3
533,533,False,3
534,534,True,3
535,535,False,4
536,536,False,3
537,537,False,2
538,538,False,2
539,539,True,2
540,540,False,3
541,541,False,2
542,542,True,3
543,543,True,4
544,544,False,4
545,545,True,4
546,546,False,4
547,547,False,4
548,548,False,3
549,549,True,4
550,550,False,2
551,551,False,4
552,552,False,3
553,553,True,4
554,554,False,3
555,555,False,3
556,556,False,3
557,557,True,4
558,558,False,2
559,559,False,3
560,560,False,4
561,561,False,3
562,562,False,3
563,563,True,3
564,564,False,3
565,565,True,3
566,566,True,3
567,567,True,2
568,568,False,3
569,569,False,2
570,570,True,3
571,571,False,2
572,572,False,2
573,573,False,3
574,574,True,3
575,575,False,4
576,576,False,3
577,577,False,2
578,578,False,2
579,579,False,3
580,580,False,4
581,581,False,4
582,582,False,4
583,583,False,4
584,584,False,4
585,585,False,2
586,586,False,4
587,587,True,4
588,588,False,2
589,589,False,4
590,590,False,3
591,591,True,2
592,592,False,3
593,593,False,4
594,594,False,4
595,595,True,2
596,596,True,3
597,597,False,3
598,598,False,4
599,599,False,4
600,600,False,2
601,601,False,2
602,602,False,3
603,603,True,3
604,604,False,2
605,605,False,2
606,606,False,3
607,607,False,3
608,608,False,4
609,609,False,4
610,610,False,4
611,611,False,2
612,612,False,3
613,613,False,2
614,614,False,2
615,615,False,3
616,616,False,4
617,617,False,3
618,618,False,3
619,619,False,3
620,620,False,3
621,621,False,2
622,622,False,4
623,623,False,3
624,624,False,4
625,625,True,4
626,626,False,3
627,627,True,2
628,628,True,2
629,629,False,3
630,630,False,3
631,631,False,4
632,632,False,4
633,633,False,3
634,634,False,4
635,635,False,4
636,636,False,4
637,637,False,2
638,638,False,3
639,639,False,3
640,640,False,4
641,641,False,3
642,642,False,2
643,643,False,4
644,644,False,2
645,645,False,2
646,646,True,4
647,647,True,2
648,648,False,2
649,649,False,2
650,650,False,3
651,651,False,3
652,652,True,4
653,653,False,2
654,654,False,2
655,655,False,4
656,656,False,2
657,657,False,2
658,658,False,3
659,659,False,3
660,660,False,4
661,661,True,3
662,662,False,2
663,663,False,3
664,664,False,2
665,665,True,4
666,666,False,4
667,667,False,3
668,668,True,3
669,669,True,3
670,670,False,2
671,671,True,3
672,672,False,4
673,673,False,2
674,674,False,4
675,675,False,4
676,676,False,4
677,677,True,4
678,678,False,2
679,679,False,4
680,680,True,3
681,681,False,3
682,682,True,4
683,683,True,3
684,684,False,2
685,685,False,2
686,686,False,3
687,687,False,2
688,688,False,3
689,689,True,3
690,690,False,2
691,691,False,3
692,692,False,4
693,693,True,2
694,694,False,4
695,695,False,4
696,696,True,2
697,697,False,2
698,698,True,2
699,699,False,2
700,700,False,2
701,701,False,2
702,702,False,2
703,703,True,2
704,704,False,4
705,705,True,4
706,706,False,4
707,707,True,2
708,708,False,2
709,709,False,4
710,710,False,4
711,711,False,2
712,712,False,3
713,713,False,3
714,714,True,4
715,715,False,2
716,716,False,2
717,717,False,3
718,718,False,2
719,719,True,3
720,720,False,3
721,721,True,3
722,722,False,4
723,723,True,2
724,724,False,4
725,725,False,3
726,726,False,4
727,727,False,3
728,728,False,3
729,729,False,4
730,730,False,2
731,731,False,3
732,732,False,3
733,733,False,4
734,734,True,3
735,735,False,3
736,736,False,3
737,737,False,3
738,738,False,4
739,739,False,4
740,740,True,2
741,741,False,3
742,742,False,4
743,743,False,2
744,744,True,4
745,745,False,2
746,746,False,3
747,747,False,2
748,748,False,4
749,749,False,2
750,750,False,2
751,751,True,4
752,752,False,3
753,753,True,4
754,754,True,4
755,755,False,4
756,756,False,4
757,757,False,4
758,758,False,4
759,759,False,4
760,760,False,4
761,761,True,4
762,762,False,4
763,763,False,3
764,764,False,3
765,765,True,4
766,766,True,4
767,767,False,2
768,768,False,4
769,769,False,2
770,770,True,2
771,771,True,4
772,772,True,4
773,773,False,3
774,774,False,2
775,775,False,4
776,776,False,2
777,777,False,2
778,778,False,2
779,779,False,2
780,780,False,2
781,781,False,3
782,782,False,2
783,783,False,3
784,784,False,3
785,785,False,2
786,786,False,2
787,787,False,4
788,788,False,4
789,789,False,4
790,790,True,2
791,791,False,3
792,792,False,4
793,793,False,3
794,794,False,2
795,795,False,4
796,796,False,3
797,797,False,4
798,798,True,2
799,799,False,4
800,800,False,2
801,801,False,2
802,802,False,3
803,803,False,4
804,804,False,4
805,805,False,2
806,806,False,2
807,807,False,2
808,808,False,2
809,809,True,3
810,810,False,2
811,811,False,3
812,812,False,2
813,813,True,4
814,814,False,4
815,815,True,2
816,816,False,4
817,817,False,4
818,818,False,4
819,819,True,3
820,820,False,3
821,821,False,2
822,822,False,2
823,823,True,2
824,824,True,3
825,825,False,4
826,826,True,4
827,827,True,2
828,828,False,3
829,829,False,4
830,830,False,3
831,831,False,2
832,832,False,3
833,833,True,2
834,834,False,4
835,835,False,3
836,836,False,3
837,837,False,3
838,838,False,3
839,839,False,4
840,840,False,2
841,841,False,3
842,842,False,3
843,843,False,2
844,844,False,2
845,845,False,2
846,846,True,2
847,847,False,4
848,848,False,3
849,849,False,3
850,850,False,4
851,851,False,2
852,852,False,2
853,853,True,4
854,854,False,2
855,855,True,2
856,856,False,4
857,857,False,3
858,858,False,4
859,859,True,3
860,860,True,3
861,861,False,3
862,862,False,4
863,863,False,4
864,864,False,3
865,865,False,4
866,866,False,2
867,867,False,3
868,868,True,2
869,869,False,2
870,870,False,4
871,871,False,4
872,872,False,2
873,873,True,2
874,874,False,2
875,875,True,3
876,876,True,4
877,877,False,2
878,878,False,4
879,879,False,4
880,880,False,4
881,881,False,4
882,882,False,2
883,883,False,4
884,884,False,4
885,885,False,3
886,886,False,2
887,887,False,2
888,888,False,3
889,889,True,3
890,890,False,4
891,891,False,4
892,892,False,3
893,893,False,3
894,894,True,3
895,895,False,2
896,896,True,3
897,897,True,3
898,898,False,3
899,899,True,4
900,900,False,4
901,901,False,2
902,902,False,3
903,903,False,2
904,904,False,4
905,905,False,4
906,906,False,3
907,907,True,4
908,908,True,4
909,909,False,4
910,910,False,2
911,911,False,2
912,912,False,4
913,913,False,4
914,914,False,3
915,915,False,2
916,916,True,2
917,917,False,2
918,918,True,2
919,919,True,2
920,920,False,3
921,921,False,3
922,922,False,2
923,923,False,2
924,924,False,3
925,925,False,4
926,926,False,3
927,927,False,2
928,928,False,3
929,929,False,4
930,930,False,3
931,931,False,3
932,932,False,3
933,933,False,2
934,934,False,2
935,935,False,4
936,936,False,2
937,937,True,3
938,938,False,2
939,939,False,2
940,940,False,2
941,941,False,2
942,942,False,4
943,943,True,3
944,944,False,3
945,945,False,4
946,946,False,3
947,947,False,3
948,948,False,3
949,949,True,2
950,950,False,4
951,951,False,3
952,952,False,2
953,953,False,3
954,954,False,2
955,955,False,3
956,956,True,3
957,957,False,2
958,958,False,4
959,959,False,4
960,960,False,4
961,961,False,3
962,962,False,2
963,963,True,4
964,964,False,2
965,965,False,4
966,966,False,3
967,967,True,4
968,968,False,4
969,969,True,3
970,970,False,4
971,971,False,2
972,972,False,4
973,973,False,2
974,974,True,2
975,975,False,2
976,976,True,4
977,977,False,2
978,978,False,3
979,979,True,2
980,980,False,2
981,981,True,3
982,982,False,3
983,983,True,2
984,984,False,4
985,985,False,4
986,986,True,2
987,987,False,4
988,988,False,3
989,989,False,2
990,990,False,2
991,991,False,4
992,992,True,4
993,993,False,4
994,994,True,4
995,995,False,2
996,996,False,3
997,997,False,2
998,998,False,3
999,999,False,2
1000,1000,False,4
1001,1001,False,4
1002,1002,False,3
1003,1003,False,2
1004,1004,False,4
1005,1005,False,2
1006,1006,True,3
1007,1007,False,4
1008,1008,False,3
1009,1009,True,2
1010,1010,False,3
1011,1011,True,4
1012,1012,False,3
1013,1013,False,4
1014,1014,False,4
1015,1015,False,3
1016,1016,True,3
1017,1017,False,3
1018,1018,False,3
1019,1019,True,4
1020,1020,False,3
1021,1021,False,4
1022,1022,True,2
1023,1023,False,3
1024,1024,False,2
1025,1025,False,2
1026,1026,True,2
1027,1027,False,2
1028,1028,False,4
1029,1029,False,2
1030,1030,True,4
1031,1031,False,2
1032,1032,False,2
1033,1033,False,2
1034,1034,True,4
1035,1035,True,4
1036,1036,True,2
1037,1037,False,3
1038,1038,False,2
1039,1039,False,2
1040,1040,False,2
1041,1041,False,3
1042,1042,False,4
1043,1043,False,3
1044,1044,False,2
1045,1045,False,3
1046,1046,False,2
1047,1047,False,4
1048,1048,False,2
1049,1049,False,3
1050,1050,False,2
1051,1051,False,4
1052,1052,False,3
1053,1053,False,2
1054,1054,False,4
1055,1055,False,2
1056,1056,False,2
1057,1057,False,4
1058,1058,False,4
1059,1059,False,4
1060,1060,False,3
1061,1061,True,3
1062,1062,False,4
1063,1063,False,3
1064,1064,False,4
1065,1065,False,3
1066,1066,True,3
1067,1067,False,3
1068,1068,False,3
1069,1069,False,4
1070,1070,False,3
1071,1071,False,3
1072,1072,False,2
1073,1073,False,3
1074,1074,True,3
1075,1075,False,2
1076,1076,False,4
1077,1077,False,2
1078,1078,False,3
1079,1079,True,4
1080,1080,False,3
1081,1081,False,4
1082,1082,False,2
1083,1083,False,2
1084,1084,False,2
1085,1085,False,4
1086,1086,False,2
1087,1087,True,2
1088,1088,True,4
1089,1089,True,3
1090,1090,False,4
1091,1091,False,2
1092,1092,False,4
1093,1093,False,4
1094,1094,False,4
1095,1095,False,4
1096,1096,False,3
1097,1097,False,4
1098,1098,False,4
1099,1099,False,2
1100,1100,False,4
1101,1101,False,2
1102,1102,False,3
1103,1103,True,4
1104,1104,False,4
1105,1105,False,4
1106,1106,False,2
1107,1107,False,2
1108,1108,False,2
1109,1109,True,3
1110,1110,False,2
1111,1111,False,2
1112,1112,False,2
1113,1113,False,3
1114,1114,False,4
1115,1115,False,2
1116,1116,False,4
1117,1117,False,3
1118,1118,False,2
1119,1119,True,2
1120,1120,False,2
1121,1121,False,4
1122,1122,False,3
1123,1123,False,4
1124,1124,False,3
1125,1125,False,2
1126,1126,False,4
1127,1127,False,3
1128,1128,False,3
1129,1129,True,2
1130,1130,False,2
1131,1131,False,4
1132,1132,True,2
1133,1133,True,2
1134,1134,True,4
1135,1135,False,4
1136,1136,False,3
1137,1137,False,4
1138,1138,False,2
1139,1139,False,3
1140,1140,False,4
1141,1141,True,2
1142,1142,False,2
1143,1143,False,2
1144,1144,True,4
1145,1145,False,3
1146,1146,False,2
1147,1147,False,3
1148,1148,False,3
1149,1149,False,2
1150,1150,False,3
1151,1151,False,3
1152,1152,False,4
1153,1153,True,2
1154,1154,False,4
1155,1155,True,3
1156,1156,False,3
1157,1157,False,3
1158,1158,False,2
1159,1159,False,3
1160,1160,False,3
1161,1161,True,4
1162,1162,False,4
1163,1163,False,2
1164,1164,False,2
1165,1165,False,4
1166,1166,False,3
1167,1167,False,2
1168,1168,False,4
1169,1169,True,4
1170,1170,False,2
1171,1171,True,2
1172,1172,True,3
1173,1173,False,3
1174,1174,True,3
1175,1175,False,2
1176,1176,True,3
1177,1177,False,3
1178,1178,False,4
1179,1179,False,4
1180,1180,False,4
1181,1181,False,3
1182,1182,True,4
1183,1183,False,4
1184,1184,False,3
1185,1185,False,3
1186,1186,False,2
1187,1187,False,3
1188,1188,True,4
1189,1189,False,4
1190,1190,True,2
1191,1191,False,3
1192,1192,False,4
1193,1193,True,2
1194,1194,True,3
1195,1195,False,2
1196,1196,False,4
1197,1197,False,3
1198,1198,False,4
1199,1199,False,4
1200,1200,True,3
1201,1201,False,3
1202,1202,False,4
1203,1203,False,3
1204,1204,False,2
1205,1205,False,4
1206,1206,True,2
1207,1207,False,4
1208,1208,False,4
1209,1209,False,4
1210,1210,False,3
1211,1211,False,3
1212,1212,True,3
1213,1213,False,2
1214,1214,False,2
1215,1215,False,4
1216,1216,False,4
1217,1217,False,3
1218,1218,False,4
1219,1219,False,2
1220,1220,True,3
1221,1221,False,2
1222,1222,True,3
1223,1223,True,3
1224,1224,False,2
1225,1225,False,2
1226,1226,False,3
1227,1227,False,4
1228,1228,True,2
1229,1229,False,3
1230,1230,False,4
1231,1231,False,3
1232,1232,True,2
1233,1233,False,3
1234,1234,False,2
1235,1235,False,3
1236,1236,False,3
1237,1237,False,2
1238,1238,False,2
1239,1239,False,2
1240,1240,False,4
1241,1241,False,2
1242,1242,False,2
1243,1243,False,4
1244,1244,True,3
1245,1245,False,2
1246,1246,True,3
1247,1247,False,4
1248,1248,False,3
1249,1249,False,2
1250,1250,False,4
1251,1251,True,2
1252,1252,True,3
1253,1253,False,2
1254,1254,False,3
1255,1255,True,2
1256,1256,False,4
1257,1257,False,4
1258,1258,False,3
1259,1259,False,4
1260,1260,True,2
1261,1261,False,3
1262,1262,True,2
1263,1263,True,3
1264,1264,False,2
1265,1265,False,3
1266,1266,False,3
1267,1267,True,4
1268,1268,False,4
1269,1269,False,4
1270,1270,False,4
1271,1271,False,2
1272,1272,False,4
1273,1273,True,3
1274,1274,False,2
1275,1275,True,2
1276,1276,False,3
1277,1277,False,2
1278,1278,False,3
1279,1279,False,4
1280,1280,False,3
1281,1281,False,3
1282,1282,False,2
1283,1283,False,4
1284,1284,False,2
1285,1285,False,3
1286,1286,True,2
1287,1287,False,2
1288,1288,False,3
1289,1289,False,4
1290,1290,False,2
1291,1291,False,4
1292,1292,False,4
1293,1293,False,3
1294,1294,True,2
1295,1295,False,3
1296,1296,False,2
1297,1297,False,4
1298,1298,False,3
1299,1299,False,3
1300,1300,False,4
1301,1301,False,2
1302,1302,False,3
1303,1303,False,2
1304,1304,False,4
1305,1305,False,3
1306,1306,True,3
1307,1307,False,3
1308,1308,False,4
1309,1309,False,3
1310,1310,False,3
1311,1311,False,2
1312,1312,False,3
1313,1313,False,2
1314,1314,True,4
1315,1315,True,2
1316,1316,True,3
1317,1317,False,3
1318,1318,True,4
1319,1319,False,4
1320,1320,False,3
1321,1321,False,2
1322,1322,False,4
1323,1323,True,2
1324,1324,False,2
1325,1325,False,4
1326,1326,True,2
1327,1327,False,3
1328,1328,False,2
1329,1329,False,2
1330,1330,False,2
1331,1331,False,2
1332,1332,False,3
1333,1333,True,3
1334,1334,False,2
1335,1335,True,4
1336,1336,False,4
1337,1337,True,3
1338,1338,False,2
1339,1339,False,3
1340,1340,True,2
1341,1341,False,2
1342,1342,True,3
1343,1343,False,3
1344,1344,False,2
1345,1345,False,4
1346,1346,False,4
1347,1347,False,3
1348,1348,False,4
1349,1349,True,4
1350,1350,False,4
1351,1351,False,2
1352,1352,False,4
1353,1353,False,3
1354,1354,True,4
1355,1355,False,3
1356,1356,False,4
1357,1357,False,3
1358,1358,False,2
1359,1359,False,4
1360,1360,True,2
1361,1361,False,2
1362,1362,False,2
1363,1363,False,4
1364,1364,False,2
1365,1365,False,4
1366,1366,False,2
1367,1367,False,3
1368,1368,False,2
1369,1369,False,2
1370,1370,False,4
1371,1371,False,4
1372,1372,True,3
1373,1373,True,3
1374,1374,False,3
1375,1375,False,3
1376,1376,True,4
1377,1377,False,2
1378,1378,False,4
1379,1379,False,2
1380,1380,False,3
1381,1381,False,4
1382,1382,False,3
1383,1383,False,4
1384,1384,True,3
1385,1385,False,4
1386,1386,True,3
1387,1387,False,3
1388,1388,False,3
1389,1389,False,2
1390,1390,True,3
1391,1391,True,2
1392,1392,False,3
1393,1393,False,4
1394,1394,False,2
1395,1395,False,3
1396,1396,False,2
1397,1397,True,4
1398,1398,False,4
1399,1399,False,4
1400,1400,False,2
1401,1401,False,2
1402,1402,False,3
1403,1403,False,2
1404,1404,False,3
1405,1405,False,3
1406,1406,False,3
1407,1407,False,3
1408,1408,True,2
1409,1409,False,2
1410,1410,False,2
1411,1411,True,4
1412,1412,False,3
1413,1413,False,3
1414,1414,True,3
1415,1415,False,4
1416,1416,False,3
1417,1417,False,2
1418,1418,False,3
1419,1419,False,2
1420,1420,False,3
1421,1421,False,3
1422,1422,False,4
1423,1423,False,3
1424,1424,False,2
1425,1425,False,3
1426,1426,False,4
1427,1427,True,3
1428,1428,False,4
1429,1429,True,4
1430,1430,False,3
1431,1431,False,3
1432,1432,False,3
1433,1433,False,4
1434,1434,False,2
1435,1435,False,2
1436,1436,False,4
1437,1437,False,2
1438,1438,False,3
1439,1439,False,3
1440,1440,False,2
1441,1441,False,2
1442,1442,False,3
1443,1443,False,4
1444,1444,False,3
1445,1445,False,4
1446,1446,True,4
1447,1447,False,3
1448,1448,False,2
1449,1449,False,4
1450,1450,True,2
1451,1451,False,4
1452,1452,False,4
1453,1453,False,2
1454,1454,False,2
1455,1455,False,2
1456,1456,False,2
1457,1457,True,3
1458,1458,True,4
1459,1459,False,2
1460,1460,False,3
1461,1461,False,3
1462,1462,False,3
1463,1463,False,3
1464,1464,False,3
1465,1465,False,4
1466,1466,False,4
1467,1467,False,2
1468,1468,True,2
1469,1469,False,2
1470,1470,False,4
1471,1471,False,2
1472,1472,False,4
1473,1473,False,3
1474,1474,False,4
1475,1475,True,4
1476,1476,False,2
1477,1477,True,4
1478,1478,False,2
1479,1479,False,3
1480,1480,False,4
1481,1481,True,4
1482,1482,False,4
1483,1483,False,2
1484,1484,False,4
1485,1485,False,2
1486,1486,False,3
1487,1487,True,3
1488,1488,False,2
1489,1489,False,4
1490,1490,False,3
1491,1491,False,4
1492,1492,False,4
1493,1493,False,4
1494,1494,False,4
1495,1495,False,2
1496,1496,False,3
1497,1497,False,3
1498,1498,False,2
1499,1499,False,2
1500,1500,False,4
1501,1501,True,4
1502,1502,False,3
1503,1503,True,2
1504,1504,True,2
1505,1505,False,3
1506,1506,False,4
1507,1507,True,2
1508,1508,False,4
1509,1509,False,4
1510,1510,False,2
1511,1511,False,3
1512,1512,False,2
1513,1513,False,2
1514,1514,False,3
1515,1515,False,4
1516,1516,False,2
1517,1517,True,3
1518,1518,False,3
1519,1519,False,3
1520,1520,False,4
1521,1521,False,4
1522,1522,True,4
1523,1523,False,2
1524,1524,False,3
1525,1525,True,4
1526,1526,False,3
1527,1527,False,4
1528,1528,False,4
1529,1529,False,4
1530,1530,False,4
1531,1531,True,2
1532,1532,False,3
1533,1533,False,4
1534,1534,False,4
1535,1535,False,4
1536,1536,False,3
1537,1537,True,2
1538,1538,True,4
1539,1539,False,4
1540,1540,False,3
1541,1541,False,4
1542,1542,False,4
1543,1543,False,4
1544,1544,False,3
1545,1545,False,3
1546,1546,True,4
1547,1547,False,2
1548,1548,False,3
1549,1549,True,4
1550,1550,False,2
1551,1551,False,4
1552,1552,False,3
1553,1553,True,3
1554,1554,False,4
1555,1555,False,3
1556,1556,False,3
1557,1557,False,3
1558,1558,False,4
1559,1559,True,4
1560,1560,True,3
1561,1561,True,3
1562,1562,False,2
1563,1563,False,3
1564,1564,False,3
1565,1565,False,2
1566,1566,False,4
1567,1567,False,4
1568,1568,True,2
1569,1569,False,3
1570,1570,True,4
1571,1571,False,3
1572,1572,False,4
1573,1573,False,2
1574,1574,True,4
1575,1575,False,2
1576,1576,False,2
1577,1577,False,2
1578,1578,False,4
1579,1579,False,4
1580,1580,False,4
1581,1581,False,2
1582,1582,False,4
1583,1583,False,3
1584,1584,False,4
1585,1585,False,3
1586,1586,True,2
1587,1587,False,2
1588,1588,False,3
1589,1589,False,2
1590,1590,False,4
1591,1591,True,2
1592,1592,True,2
1593,1593,False,3
